external_id,type,name,winery_name,info,size,vintage,price,purchase_price,quantity,storage_area,internal_notes,visible,EK
,,Flaccianello della Pieve,Fontodi,,1.5,0,250,13300,50,,,True,133.0
,,Le serre Nuove,Ornellaia,,1.5,0,195,11500,50,,,True,115.0
,,Il Pino,Tenuta di Biserno,,1.5,0,190,9950,50,,,True,99.5
,,Merlot L` apparita,Castello di Ama,,1.5,0,530,36000,50,,,True,360.0
,,Bolgheri rosso il Seggio,Poggio al tesoro,,1.5,0,110,3750,50,,,True,37.5
,,Bolgheri rosso,Michele Satta,,2.5,0,95,3300,50,,,True,33.0
,,Mille e una notte,Donnafugata,,1.5,0,170,9800,50,,,True,98.0
,,Barolo Bricco delle Viole ,G. D. Vajra,,1.5,0,220,14000,50,,,True,140.0
,,Barbaresco Lorens ,Lodali,,1.5,0,160,8000,50,,,True,80.0
,,Amarone Costasera ,Masi,,3.0,0,320,20400,50,,,True,204.0
,,Merlot Vistorta ,Conte Br. d`Adda,,3.0,0,230,0,50,,,True,0.0
,,Barbera d`Asti Bricco dell`Uccellone,Braida,,3.0,0,180,0,50,,,True,0.0
,,Testamatta Bibi Graetz,Bibi Graetz,,3.0,0,580,0,50,,,True,0.0
,,Cabernet Lafoa ,Schreckbichl,,6.0,0,480,0,50,,,True,0.0
,,Cabernet Campaner,Kellerei Kaltern,,12.0,0,400,0,50,,,True,0.0
,,Cabernet Lafoa ,Schreckbichl,,12.0,0,840,0,50,,,True,0.0
