type,name,winery_name,area,size,vintage,price,info,internal_notes,matched_name,matched_winery_name,matched_id,matched_original_id,score
WHITE,"FRIULANO ""LIENDE"" Riserva La Viarte Doc COF ","FRIULANO ""LIENDE"" Riserva La Viarte Doc COF ",,BOTTLE,2016.0, 39.00,,https://www.laviarte.it/prodotto/friulano-liende/,Friulano Liende,La Viarte,wine_01gzr4kt12w1xx0c6hcysd5g07,,46.168285
WHITE,FRIULANO “BURI” Miani Doc COF  ,FRIULANO “BURI” Miani Doc COF  ,,BOTTLE,2019.0, 74.00,3 - 2017,https://www.grandibottiglie.com/en/friulano-buri-2019-miani.html,Buri Bianco,Miani,wine_01gzr4ksk6nd59nxkk1q4x1qws,1602197.0,33.94257
WHITE,FRIULANO “FILIP” Miani Doc COF  ,FRIULANO “FILIP” Miani Doc COF  ,,BOTTLE,2019.0, 74.00,,https://www.grandibottiglie.com/en/friulano-filip-2019-miani.html,Filip Bianco,Miani,wine_01gzr4ksk65fcggsd24w1585ma,1628655.0,36.57855
WHITE,FRIULANO Oscar Sturm Doc Collio    ,FRIULANO Oscar Sturm Doc Collio    ,,BOTTLE,2021.0, 34.00,BIO | 8 - 2019 | 6 - 2018,https://winenews.it/it/sturm-doc-collio-friulano-bio-2018_401144/,Friulano,Sturm,wine_01h0qzm19svczkn4f0t8s3njbq,,33.226425
WHITE,"FRIULANO ""ATHENA"" Picéch Doc Collio ","FRIULANO ""ATHENA"" Picéch Doc Collio ",,BOTTLE,2017.0, 47.00,,https://vinidocfriuli.it/picech-friulano-athena-2017/,Athena,Picech Roberto,wine_01h0qsxn4hvw7zs7vd7x36ydrt,,33.07221
WHITE,"FRIULANO ""SAN ZUAN"" Ronco del Gnèmiz ","FRIULANO ""SAN ZUAN"" Ronco del Gnèmiz ",,BOTTLE,2020.0, 42.00,,https://www.callmewine.com/friulano-san-zuan-ronco-del-gnemiz-2020-P36355.htm,Friulano San Zuan,Ronco del Gnemiz,wine_01h0sq48y23z9gmb6bcteqppsx,,54.807114
WHITE,FRIULANO Ronco Severo Doc COF ,FRIULANO Ronco Severo Doc COF ,,BOTTLE,2020.0, 42.00,,https://www.lostallovini.it/ronco-severo-vini/1197-friulano-ronco-severo-2020.html,Severo Bianco,Ronco Severo,wine_01gzr4kskfjd6ver2eaw03q26h,2945145.0,50.40403
WHITE,FRIULANO Russiz Superiore Doc Collio    ,FRIULANO Russiz Superiore Doc Collio    ,,BOTTLE,2021.0, 35.00,2 - 2019 | 3 - 2016 | 1 mattoni,https://www.tannico.it/collio-friulano-doc-2016-russiz-superiore.html,Friulano,Villa Russiz,wine_01gzr4kt3zn6ym09nf584dn0ca,,31.557013
WHITE,FRIULANO Schioppetto Doc Collio ,FRIULANO Schioppetto Doc Collio ,,BOTTLE,2019.0, 34.00,,https://www.tannico.it/collio-friulano-doc-2019-schiopetto.html,Collio Friulano,Schiopetto,wine_01h4pmmfqcb5pvevmfry1h2yq3,,39.604412
WHITE,"FRIULANO Riserva ""LE BASTÌE"" Tenute Tomasella Grave del Friuli Doc ","FRIULANO Riserva ""LE BASTÌE"" Tenute Tomasella Grave del Friuli Doc ",,BOTTLE,2015.0, 35.00,,https://www.tannico.it/en/friulano-riserva-friuli-grave-doc-le-bastie-2015-tenute-tomasella.html,Friulano Friuli Grave,Tomasella,wine_01h4pmmfvp9nnhvc4zkdq1e4t9,,49.919556
WHITE,FRIULANO Toros Doc Collio   ,FRIULANO Toros Doc Collio   ,,BOTTLE,2016.0, 37.00,1 - 2018 | 9 - ,https://www.tannico.it/collio-friulano-doc-2016-toros.html,Friulano,Toros Franco,wine_01gzr4kskx095ns4s3qs8j5kpb,1212926.0,24.408712
WHITE,"FRIULANO ""PRIMARÛL"" Venica & Venica Doc Collio ","FRIULANO ""PRIMARÛL"" Venica & Venica Doc Collio ",,BOTTLE,2020.0, 28.00,,https://www.bernabei.it/collio-doc-friulano-primarul-venica,Primarűl Friulano,Venica & Venica,wine_01gzr4ksm6n616a3td318x0160,8831630.0,71.59018
WHITE,FRIULANO “RONCO DELLE CIME” Venica & Venica Doc COF ,FRIULANO “RONCO DELLE CIME” Venica & Venica Doc COF ,,BOTTLE,2021.0, 42.00,,https://www.venica.it/bianchi/ronco-delle-cime-friulano-doc-collio/,Ronco delle Cime Friulano,Venica & Venica,wine_01gzr4ksm6mkthf9bqjqqykg6b,1210531.0,77.91384
WHITE,"MALVASIA COLLIO ""ITALO & BRUNO"" Borgo del Tiglio Doc Collio  ","MALVASIA COLLIO ""ITALO & BRUNO"" Borgo del Tiglio Doc Collio  ",,BOTTLE,2020.0, 76.00,1 - 2018,https://www.bernardistore.it/prodotto/collio-malvasia-italo-bruno-2019-borgo-del-tiglio/,Malvasia Italo & Bruno,Borgo del Tiglio,wine_01h0my5svsbzkhqkq625h91bwd,,55.741043
WHITE,MALVASIA Borgo San Daniele Doc Collio  ,MALVASIA Borgo San Daniele Doc Collio  ,,BOTTLE,2021.0, 29.00,4 - 2019,https://www.enosearcher.it/bottiglia/borgo-san-daniele-malvasia-2019/,Malvasia,Borgo San Daniele,wine_01h0my5sw2jy3jvxry3fwf7t2h,,39.34107
WHITE,MALVASIA Doro Princic Doc Collio  ,MALVASIA Doro Princic Doc Collio  ,,BOTTLE,2021.0, 36.00,8 - 2019,https://www.tannico.it/collio-malvasia-doc-etichetta-blu-doro-princic.html,Malvasia,Doro Princic,wine_01h0qzm03xd0w800brq6cebvw3,,44.88036
WHITE,MALVASIA Ronco dei Tassi Dop Collio ,MALVASIA Ronco dei Tassi Dop Collio ,,BOTTLE,2021.0, 28.00,,https://divinishop.it/products/ronco-dei-tassi-malvasia-doc-collio-2018-cl-75?pr_prod_strat=copurchase&pr_rec_id=4603fa355&pr_rec_pid=4514717892742&pr_ref_pid=4514719891590&pr_seq=uniform,Malvasia,Ronco dei Tassi,wine_01h0qsxnxe9khc7rv9kmzfj5ca,,43.407166
WHITE,"MALVASIA ""COLLEZIONE"" Ronco dei Tassi Dop Collio  ","MALVASIA ""COLLEZIONE"" Ronco dei Tassi Dop Collio  ",,BOTTLE,2019.0, 65.00,legno,https://www.comunicati-stampa.fvg.it/ronco-dei-tassi-la-malvasia-collezione-di-famiglia-2019-vino-dellanno-ai-food-and-travel-italia-awards-2021/,Collezione di Famiglia Malvasia,Ronco dei Tassi,wine_01h0qzm0b56c1ytzc5rvdvfvpy,,47.01967
WHITE,PINOT BIANCO Doro Princic Doc Collio  ,PINOT BIANCO Doro Princic Doc Collio  ,,BOTTLE,2021.0, 36.00,9 - 2020,https://www.tannico.it/collio-pinot-bianco-doc-doro-princic.html,Pinot Bianco,Doro Princic,wine_01h0qzm03xgbf59yrnks5vwjaf,,45.367184
WHITE,"PINOT BIANCO ""CAVEZZO"" Livon Doc Collio ","PINOT BIANCO ""CAVEZZO"" Livon Doc Collio ",,BOTTLE,2018.0, 34.00,,https://vinidocfriuli.it/livon-pinot-bianco-cavezzo-2018/,Cavezzo Pinot Bianco,Livon,wine_01gzr4kt3zzzd0qr5tb22zqgzd,,42.481724
WHITE,"PINOT BIANCO ""COLLEZIONE"" Ronco dei Tassi Dop Collio  ","PINOT BIANCO ""COLLEZIONE"" Ronco dei Tassi Dop Collio  ",,BOTTLE,2019.0, 65.00,legno,https://www.comunicati-stampa.fvg.it/ronco-dei-tassi-la-malvasia-collezione-di-famiglia-2019-vino-dellanno-ai-food-and-travel-italia-awards-2021/,Collezione di Famiglia Malvasia,Ronco dei Tassi,wine_01h0qzm0b56c1ytzc5rvdvfvpy,,41.84589
WHITE,PINOT BIANCO Russiz Superiore Doc Collio ,PINOT BIANCO Russiz Superiore Doc Collio ,,BOTTLE,2021.0, 32.00,,https://www.xtrawine.com/it/vini/russiz-superiore-collio-pinot-bianco-2020/p29806,Pinot Bianco,Villa Russiz,wine_01gzr4kt3z5brfp7rzhaxc3pjw,,30.74099
WHITE,PINOT BIANCO Riserva Russiz Superiore Doc Collio ,PINOT BIANCO Riserva Russiz Superiore Doc Collio ,,BOTTLE,2016.0, 46.00,,https://www.marcofelluga.com/vini/collio-pinot-bianco-riserva-russiz-superiore/,Pinot Bianco,Villa Russiz,wine_01gzr4kt3z5brfp7rzhaxc3pjw,,30.74099
WHITE,PINOT BIANCO Schioppetto Doc Collio ,PINOT BIANCO Schioppetto Doc Collio ,,BOTTLE,2019.0, 34.00,,https://www.tannico.it/collio-pinot-bianco-doc-2019-schiopetto.html,Collio Pinot Bianco,Schiopetto,wine_01h4pmmfq03dmx87x33nbj6js8,,38.19164
WHITE,PINOT BIANCO Toros Doc Collio ,PINOT BIANCO Toros Doc Collio ,,BOTTLE,2018.0, 37.00,,https://www.tannico.it/collio-pinot-bianco-doc-2018-toros.html,Ognicost Bianco,Pinat,wine_01gzr4kskh0dx8wmnq76k6nmye,7315531.0,24.207174
WHITE,"PINOT BIANCO ""TÀLIS"" Venica & Venica Doc Collio ","PINOT BIANCO ""TÀLIS"" Venica & Venica Doc Collio ",,BOTTLE,2021.0, 34.00,,https://www.vino.com/dettaglio/collio-doc-pinot-bianco-talis-venica-e-venica-2021.html,Talis Pinot Bianco,Venica & Venica,wine_01gzr4ksm658t91qhb3q4k9n0t,1670213.0,68.75838
WHITE,PINOT GRIGIO Borgo San Daniele Doc Isonzo ,PINOT GRIGIO Borgo San Daniele Doc Isonzo ,,BOTTLE,2019.0, 29.00,,https://www.callmewine.com/pinot-grigio-borgo-san-daniele-2020-P34298.htm,Pinot Grigio,Borgo San Daniele,wine_01h0my5sw2dt3gdvtddnbhs520,,40.58467
WHITE,PINOT GRIGIO La Castellada Doc Collio  ,PINOT GRIGIO La Castellada Doc Collio  ,,BOTTLE,2016.0, 48.00,1 - 2013,https://www.tannico.it/collio-doc-bianco-della-castellada-2013-la-castellada.html,Bianco della Castellada,La Castellada,wine_01gzr4kss5kbwqva4dmvg0seed,1188082.0,37.547264
WHITE,"PINOT GRIGIO ""GRIS"" Lis Neris IGT Venezia Giulia ","PINOT GRIGIO ""GRIS"" Lis Neris IGT Venezia Giulia ",,BOTTLE,2019.0, 35.00,,https://www.callmewine.com/pinot-grigio-gris-lis-neris-2019-P31847.htm,Venezia Giulia Pinot Grigio,Lis Neris,wine_01h0qzm1m1t5h2ryxmg6myf3ce,,47.476257
WHITE,"PINOT GRIGIO ""SOT LIS RIVIS"" Ronco del Gelso Doc Friuli Isonzo Rive Alte ","PINOT GRIGIO ""SOT LIS RIVIS"" Ronco del Gelso Doc Friuli Isonzo Rive Alte ",,BOTTLE,2019.0, 28.00,,https://www.valentinienoteca.it/2736-ronco-gelso-pgrigio-cl75.html,Sot Lis Rivis,Ronco del Gelso,wine_01h0qzm19rvkbrj7eyx8ks7whf,,56.573578
WHITE,PINOT GRIGIO Toros Doc Collio  ,PINOT GRIGIO Toros Doc Collio  ,,BOTTLE,2015.0, 36.00,6 - 2008,https://www.tannico.it/collio-pinot-grigio-doc-2015-toros.html,Pinot Grigio,El Grigio,wine_01havweebzts1p3yq2ts9paphn,,29.874195
WHITE,RIBOLLA GIALLA Conte D'Attimis Doc COF ,RIBOLLA GIALLA Conte D'Attimis Doc COF ,,BOTTLE,2021.0, 29.00,,https://www.winelivery.com/it/dettaglio/friuli-colli-orientali-doc-ribolla-gialla-2019-conte-dattimis-maniago,Ribolla Gialla,Consorzio Ribolla Gialla Dell'Alto Livenza,wine_01h4pmmfs5sr7cs7vsezg5daw2,,44.754097
WHITE,RIBOLLA GIALLA Gravner IGT Venezia Giulia  ,RIBOLLA GIALLA Gravner IGT Venezia Giulia  ,,BOTTLE,2013.0, 94.00,,https://www.tannico.it/venezia-giulia-ribolla-gialla-igt-anfora-2013-gravner.html,Ribolla Gialla,Consorzio Ribolla Gialla Dell'Alto Livenza,wine_01h4pmmfs5sr7cs7vsezg5daw2,,49.876957
WHITE,RIBOLLA GIALLA La Castellada Doc Collio  ,RIBOLLA GIALLA La Castellada Doc Collio  ,,BOTTLE,2015.0, 48.00,1 - 2013,https://vino-quotidiano.it/product/ribolla-gialla-collio-doc-2015-la-castellada/,Ribolla Gialla,Consorzio Ribolla Gialla Dell'Alto Livenza,wine_01h4pmmfs5sr7cs7vsezg5daw2,,44.754097
WHITE,RIBOLLA GIALLA Radikon IGT Venezia Giulia   100 cl.,RIBOLLA GIALLA Radikon IGT Venezia Giulia   100 cl.,,BOTTLE,2015.0, 72.00,,https://www.tannico.it/venezia-giulia-ribolla-gialla-igt-2015-radikon-1l.html,Ribolla Gialla,Consorzio Ribolla Gialla Dell'Alto Livenza,wine_01h4pmmfs5sr7cs7vsezg5daw2,,49.876957
WHITE,RIBOLLA GIALLA Oscar Sturm Doc Collio  ,RIBOLLA GIALLA Oscar Sturm Doc Collio  ,,BOTTLE,2021.0, 34.00,BIO,https://sturm.it/i-nostri-vini/ribolla-gialla-bio#!/tab/367387512-1,Ribolla Gialla,Consorzio Ribolla Gialla Dell'Alto Livenza,wine_01h4pmmfs5sr7cs7vsezg5daw2,,44.754097
WHITE,RIESLING “AFIX” Jermann IGP Venezia Giulia ,RIESLING “AFIX” Jermann IGP Venezia Giulia ,,BOTTLE,2020.0, 34.00,,https://www.topbevande.it/vino-jermann-afix-riesling-2020-riesling-venezia-giulia-igt-75cl,Afix Riesling,Jermann,wine_01h0qzm233rfffvpgtsq4ds7ry,,32.611935
WHITE,SAUVIGNON “CICINIS” Attems Doc Collio  ,SAUVIGNON “CICINIS” Attems Doc Collio  ,,BOTTLE,2014.0, 34.00,,https://www.attems.it/wp-content/uploads/2015/04/Cicinis_2014_it.pdf,Cicinis,Attems,wine_01h0qsxnj3dw44pk84nbw7pjsp,,42.642067
WHITE,SAUVIGNON Borgo del Tiglio Doc Collio ,SAUVIGNON Borgo del Tiglio Doc Collio ,,BOTTLE,2019.0, 42.00,,https://www.tannico.ch/it/collio-sauvignon-doc-2019-borgo-del-tiglio.html,Collio Sauvignon,Borgo del Tiglio,wine_01h0my5svsgp6e59aak2hw96yx,,41.266964
WHITE,"SAUVIGNON ""LIENDE"" Riserva La Viarte Doc COF ","SAUVIGNON ""LIENDE"" Riserva La Viarte Doc COF ",,BOTTLE,2018.0, 38.00,,https://www.laviarte.it/prodotto/sauvignon-liende/,Sauvignon Liende,La Viarte,wine_01gzr4kt128f1s9snc1ntyx9ys,,41.845505
WHITE,SAUVIGNON “POTENTILLA” Livio Felluga Doc COF ,SAUVIGNON “POTENTILLA” Livio Felluga Doc COF ,,BOTTLE,2018.0, 45.00,,https://www.cilentowinestore.com/it/friuli/6452-09236-sauvignon-potentilla-doc-2018-cl-75-felluga.html,Potentilla Sauvignon,Livio Felluga,wine_01gzr4kskw8m4fwtzrz2650yx7,10469438.0,54.50036
WHITE,SAUVIGNON  Miani Doc COF ,SAUVIGNON  Miani Doc COF ,,BOTTLE,2021.0, 56.00,,https://www.vivino.com/IT/it/azienda-agricola-miani-di-pontoni-enzo-sauvignon/w/2576527,Marlborough Sauvignon Blanc,Sauvignon Republic,wine_01gzr4ktsdfevgab8g251fmfjq,,31.134949
WHITE,SAUVIGNON “SAURINT” Miani Doc COF  ,SAUVIGNON “SAURINT” Miani Doc COF  ,,BOTTLE,2020.0, 74.00,,https://www.etilika.it/en/sauvignon-colli-orientali-del-friuli-doc-saurint-2020-miani,Marlborough Sauvignon Blanc,Sauvignon Republic,wine_01gzr4ktsdfevgab8g251fmfjq,,31.134949
WHITE,SAUVIGNON Oscar Sturm Doc Collio   ,SAUVIGNON Oscar Sturm Doc Collio   ,,BOTTLE,2021.0, 35.00,BIO | 4 - 2020,https://bevendoonline.it/vini-bianchi/sauvignon-doc-collio-cl75-sturm,Sturm & Drang Centgrafenberg Silvaner,Sturm,wine_01h0qsxn3z6gb51re8mfbhyjcq,,32.23793
WHITE,"SAUVIGNON ""COLLEZIONE"" Ronco dei Tassi Dop Collio  ","SAUVIGNON ""COLLEZIONE"" Ronco dei Tassi Dop Collio  ",,BOTTLE,2020.0, 65.00,legno,https://www.comunicati-stampa.fvg.it/ronco-dei-tassi-la-malvasia-collezione-di-famiglia-2019-vino-dellanno-ai-food-and-travel-italia-awards-2021/,Collezione di Famiglia Malvasia,Ronco dei Tassi,wine_01h0qzm0b56c1ytzc5rvdvfvpy,,41.84589
WHITE,"SAUVIGNON ""SALICI"" Ronco del Gnèmiz  ","SAUVIGNON ""SALICI"" Ronco del Gnèmiz  ",,BOTTLE,2020.0, 42.00,2 - 2018,https://www.callmewine.com/sauvignon-sol-ronco-del-gnemiz-2020-P36357.htm,Sauvignon Salici,Ronco del Gnemiz,wine_01h0sq492p04ytjttdfxnbtffj,,45.403133
WHITE,SAUVIGNON “SOL” Ronco del Gnemiz  ,SAUVIGNON “SOL” Ronco del Gnemiz  ,,BOTTLE,2020.0, 62.00,5 - 2017,https://www.callmewine.com/sauvignon-sol-ronco-del-gnemiz-2020-P36357.htm,Sauvignon Sol,Ronco del Gnemiz,wine_01h0sq492rpakfpdpc2j0y05de,,47.808727
WHITE,SAUVIGNON Rosa Bosco IGT Venezia Giulia  ,SAUVIGNON Rosa Bosco IGT Venezia Giulia  ,,BOTTLE,2011.0, 42.00,3 - 2008,https://depuppi.it/wp-content/uploads/2020/06/005-SchedeVino-ITA-MAG20-SauvignonBlanc-RB.pdf,Ribolla Gialla,Rosa Bosco,wine_01h0my5syq304baqscmsbntcq1,,35.884922
WHITE,SAUVIGNON Riserva Russiz Superiore Doc Collio ,SAUVIGNON Riserva Russiz Superiore Doc Collio ,,BOTTLE,2018.0, 49.00,,https://www.marcofelluga.com/vini/collio-pinot-bianco-riserva-russiz-superiore/,Marlborough Sauvignon Blanc,Sauvignon Republic,wine_01gzr4ktsdfevgab8g251fmfjq,,31.134949
WHITE,SAUVIGNON Tiare Doc Collio ,SAUVIGNON Tiare Doc Collio ,,BOTTLE,2016.0, 36.00,,https://bevendoonline.it/vini-bianchi/sauvignon-doc-collio-cl75-tiare-vini,Il Tiare Sauvignon,Tiare,wine_01h0sq47v1g77nm5v20vy75t3a,,38.51495
WHITE,SAUVIGNON Toros Doc Collio ,SAUVIGNON Toros Doc Collio ,,BOTTLE,2017.0, 38.00,,https://www.tannico.it/collio-sauvignon-doc-2018-toros.html,Marlborough Sauvignon Blanc,Sauvignon Republic,wine_01gzr4ktsdfevgab8g251fmfjq,,31.134949
WHITE,"SAUVIGNON ""VIERIS"" Vie di Romans Doc Friuli Isonzo ","SAUVIGNON ""VIERIS"" Vie di Romans Doc Friuli Isonzo ",,BOTTLE,2020.0, 42.00,,https://www.tannico.it/friuli-isonzo-sauvignon-blanc-vieris-2020-vie-di-romans.html,Vieris Sauvignon Blanc,Vie di Romans,wine_01gzr4ksk5zqd3t9csd0yj26f7,79537.0,42.484997
WHITE,SAUVIGNON “RONCO DELLE MELE” Venica & Venica Doc Collio ,SAUVIGNON “RONCO DELLE MELE” Venica & Venica Doc Collio ,,BOTTLE,2021.0, 57.00,,https://www.venica.it/bianchi/ronco-delle-mele-sauvignon-doc-collio/,Ronco delle Mele Sauvignon,Venica & Venica,wine_01gzr4ksm64xrr18y47rpcfxx0,1257879.0,74.99084
WHITE,VERDUZZO FRIULANO SECCO Bressan Mastri Vinai IGT Venezia Giulia  ,VERDUZZO FRIULANO SECCO Bressan Mastri Vinai IGT Venezia Giulia  ,,BOTTLE,2011.0, 42.00,,https://www.tannico.it/venezia-giulia-verduzzo-friulano-igt-2018-bressan-mastri-vinai.html,Verduzzo,Bressan,wine_01h0qzm19spe377dfekzh4mjef,,36.771774
WHITE,BIANCO COLLIO  Borgo del Tiglio Doc Collio  ,BIANCO COLLIO  Borgo del Tiglio Doc Collio  ,,BOTTLE,2019.0, 35.00,"FRIULANO, SAUVIGNON, RIESLING RENANO | 6 - 2018",https://www.tannico.it/collio-bianco-doc-2018-borgo-del-tiglio.html,Collio Bianco,Borgo del Tiglio,wine_01h0my5svs7adt53p5t6dv3xpr,,49.32264
WHITE,BIANCO COLLIO STUDIO DI BIANCO  Borgo del Tiglio Doc Collio ,BIANCO COLLIO STUDIO DI BIANCO  Borgo del Tiglio Doc Collio ,,BOTTLE,2020.0, 99.00,"FRIULANO, SAUVIGNON, RIESLING RENANO",https://www.callmewine.com/studio-di-bianco-borgo-del-tiglio-2020-P38486.htm,Collio Studio di Bianco,Borgo del Tiglio,wine_01h0my5svsm1jspsv83a13nrat,,61.335968
WHITE,ARBIS BLANC  Borgo San Daniele Doc Collio ,ARBIS BLANC  Borgo San Daniele Doc Collio ,,BOTTLE,2019.0, 42.00,"FRIULANO, CHARDONNAY, PINOT BIANCO, SAUVIGNON",https://www.borgosandaniele.com/arbis/,Arbis Blanc,Borgo San Daniele,wine_01h0my5sw231h0r91yvwtme6rf,,44.375027
WHITE,BIANCO KAPLJA  Damijan Podversic Doc Collio ,BIANCO KAPLJA  Damijan Podversic Doc Collio ,,BOTTLE,2016.0, 57.00,"FRIULANO, MALVASIA ISTRIANA, CHARDONNAY",https://www.tannico.it/venezia-giulia-bianco-igt-kaplja-2016-damijan-podversic.html,Kaplja,Damijan Podversic,wine_01gzr4kt12dq08d0vr0fc5n8j4,,65.525185
WHITE,COLLIO BIANCO  Edi Keber Doc Collio ,COLLIO BIANCO  Edi Keber Doc Collio ,,BOTTLE,2018.0, 32.00,"FRIULANO, MALVASIA, RIBOLLA GIALLA",https://www.wineexpert.it/it/prodotto/collio-bianco-keber.aspx,Collio Bianco,Edi Keber,wine_01gzr4ksm8er1rc19bsf49f18k,1246436.0,46.22853
WHITE,CAPO MARTINO  Jermann IGT Venezia Giulia   ,CAPO MARTINO  Jermann IGT Venezia Giulia   ,,BOTTLE,2019.0, 86.00,"FRIULANO, MALVASIA, RIBOLLA GIALLA | 6 - 2015 | 6 - 2016",https://www.tannico.it/venezia-giulia-igt-capo-martino-2019-jermann.html,Capo Martino,Jermann,wine_01h0qzm233azrxfk7r0qgzgvjd,,36.705124
WHITE,VINTAGE TUNINA  Jermann IGP Venezia Giulia   ,VINTAGE TUNINA  Jermann IGP Venezia Giulia   ,,BOTTLE,2020.0, 79.00,"SAUVIGNON, CHARDONNAY, RIBOLLA GIALLA, MALVASIA, PICOLIT | 2 - 2017 | 1 mattoni",https://www.compravini.it/vini-bianchi/1939-vintage-tunina-2017-venezia-giulia-igp-jermann-1656.html,Vintage Tunina,Jermann,wine_01h0qzm2337vfbvx938w74edx3,,37.32703
WHITE,BIANCO DELLA CASTELLADA  La Castellada Doc Collio   ,BIANCO DELLA CASTELLADA  La Castellada Doc Collio   ,,BOTTLE,2015.0, 49.00,"PINOT GRIGIO, CHARDONAY, SAUVIGNON, FRIULANO | 5 - 2013",https://www.tannico.it/collio-doc-bianco-della-castellada-2013-la-castellada.html,Bianco della Castellada,La Castellada,wine_01gzr4kss5kbwqva4dmvg0seed,1188082.0,77.0228
WHITE,SACRISASSI BIANCO  Le due Terre Doc COF ,SACRISASSI BIANCO  Le due Terre Doc COF ,,BOTTLE,2019.0, 49.00,"FRIULANO, RIBOLLA GIALLA",https://www.callmewine.com/sacrisassi-bianco-le-due-terre-2019-P37795.htm,Sacrisassi Friuli Colli Orientali Bianco,Le Due Terre,wine_01h0my5sg11nj339116kp21c44,,33.1162
WHITE,TERRE ALTE  Livio Felluga Rosazzo DOCG ,TERRE ALTE  Livio Felluga Rosazzo DOCG ,,BOTTLE,2018.0, 69.00,"SAUVIGNON, PINOT BIANCO, FRIULANO",https://www.tannico.it/rosazzo-docg-terre-alte-2018-felluga.html,Terre Alte,Livio Felluga,wine_01gzr4kskvxsct8qy4tzyt5p7v,15091.0,49.785526
WHITE,BRAIDE ALTE  Livon IGT Venezia Giulia ,BRAIDE ALTE  Livon IGT Venezia Giulia ,,BOTTLE,2019.0, 54.00,"CHARDONNAY, SAUVIGNON, PICOLIT, MOSCATO GIALLO",https://www.callmewine.com/braide-alte-livon-2019-P35799.htm,Braide Alte,Livon,wine_01gzr4kt3zwdpr3nh4r689gr3y,,41.79367
WHITE,"BIANCO ""JELKA""  Picéch Doc Collio ","BIANCO ""JELKA""  Picéch Doc Collio ",,BOTTLE,2015.0, 54.00,"RIBOLLA GIALLA, FRIULANO, MALVASIA",https://www.picech.com/wp-content/uploads/2021/07/Jelka2016_Ita.pdf,Jelka Bianco,Picech Roberto,wine_01h0qsxn4f3gtaqxs05723pv82,,40.054665
WHITE,"BIANCO ""OSLAVJE""  Radikon IGT Venezia Giulia   ","BIANCO ""OSLAVJE""  Radikon IGT Venezia Giulia   ",,BOTTLE,2015.0, 76.00,"CHARDONNAY, PINOT GRIGIO, SAUVIGNON",https://www.tannico.it/venezia-giulia-bianco-igt-oslavje-2015-radikon-0-5l.html,Oslavje,Radikon,wine_01gzr4kt16k2f2a6rw495myk7b,,44.76008
WHITE,"BIANCO ""SLATNIK""  Radikon IGT Venezia Giulia   ","BIANCO ""SLATNIK""  Radikon IGT Venezia Giulia   ",,BOTTLE,2017.0, 42.00,"CHARDONNAY, FRIULANO",https://www.tannico.it/venezia-giulia-bianco-slatnik-2017-radikon.html,Slatnik,Radikon,wine_01gzr4kt16mv9xj9c6pgsmjjbz,,45.58325
WHITE,"BIANCO ""LATIMIS""   Ronco del Gelso Doc Friuli Isonzo Rive Alte ","BIANCO ""LATIMIS""   Ronco del Gelso Doc Friuli Isonzo Rive Alte ",,BOTTLE,2019.0, 29.00,"PINOT BIANCO, FRIULANO, RIESLING",https://www.vinodalproduttore.it/prodotto/latimis-bianco-2019-doc-friuli-isonzo-ronco-del-gelso/,Latimis,Ronco del Gelso,wine_01h0qzm2wznp2hczwyfsc1f8q0,,52.01979
WHITE,FOSARIN COLLIO BIANCO  Ronco dei Tassi Dop Collio ,FOSARIN COLLIO BIANCO  Ronco dei Tassi Dop Collio ,,BOTTLE,2018.0, 32.00,"FRIULANO, MALVASIA, PINOT BIANCO",https://www.callmewine.com/collio-bianco-fosarin-ronco-dei-tassi-2019-P33972.htm,Fosarin,Ronco dei Tassi,wine_01h0qsxnx9yqgmy2fyzhrjxzze,,49.765453
WHITE,COL DISÔRE BIANCO  Russiz Superiore Doc Collio ,COL DISÔRE BIANCO  Russiz Superiore Doc Collio ,,BOTTLE,2017.0, 49.00,"PINOT BIANCO, FRIULANO, SAUVIGNON, RIBOLLA GIALLA",https://www.marcofelluga.com/vini/collio-bianco-col-disore-russiz-superiore/,Pinot Bianco,Villa Russiz,wine_01gzr4kt3z5brfp7rzhaxc3pjw,,27.127363
WHITE,BERGUL BIANCO   Lis Fadis Doc COF ,BERGUL BIANCO   Lis Fadis Doc COF ,,BOTTLE,2017.0, 28.00,"FRIULANO, CHARDONNAY, SAUVIGNON",https://lisfadis.com/wp-content/uploads/2017/09/LIS-FADIS_ITA_Bergul-bianco-092016.pdf,Bergul Bianco,Lis Fadis,wine_01havweexcgash5fnp4pghs17a,,44.01748
WHITE,BIANCO MIANI  Miani Doc COF ,BIANCO MIANI  Miani Doc COF ,,BOTTLE,2021.0, 56.00,"FRIULANO, MALVASIA, RIBOLLA GIALLA",https://www.xtrawine.com/it/vini/miani-bianco-miani-2020/p32872,Bianco,Miani,wine_01gzr4ksk6xh98fw6dy02fzq0q,1187992.0,51.316307
WHITE,FRIULANO “RONCO DELLE CIME” Venica & Venica Doc COF ,FRIULANO “RONCO DELLE CIME” Venica & Venica Doc COF ,,BOTTLE,2011.0, 75.00,,https://www.di-vinita.it/prodotto/ronco-delle-cime-friulano-doc-collio-venica-venica/,Ronco delle Cime Friulano,Venica & Venica,wine_01gzr4ksm6mkthf9bqjqqykg6b,1210531.0,77.91384
