ok,external_id,type,name,winery_name,info,size,vintage,price,purchase_price,quantity,storage_area,internal_notes,visible,wine_id,matched_type,matched_name,matched_winery_name,score
True,136,WHITE,Chardonnay Cardellino,Elena Walch,,BOTTLE,2023,4900,1440,3,136,"Glas Preis: 8.0400.m.ü.M. Vinifizierung; langer Hefekontakt, 15% werden in franz. EichenBarrique vergoren und reifen 5 Monate. Assemblage im Frühjahr",True,wine_01gzr4kt162g2560ph7dkwcsmw,WHITE,Cardellino Chardonnay,Elena Walch,53.40484
True,137,WHITE,Chardonnay Marei,Castel Salegg,,BOTTLE,2020,5100,1500,2,137,Glas Preis: 8.0,True,wine_01h0qsxmw626g0p3vbsrwjfzk0,WHITE,Marei,Castel Sallegg,41.742157
True,137,WHITE,Chardonnay Marei,Castel Salegg,,BOTTLE,2021,5100,1500,1,137,Glas Preis: 8.0,False,wine_01h0qsxmw626g0p3vbsrwjfzk0,WHITE,Marei,Castel Sallegg,41.74217
True,14,,Athesis Brut,Kettmeir,,BOTTLE,2019,6200,1850,1,14,Glas Preis: 10.0,True,wine_01h0qzm23rs8gaa77kqcm4f89w,SPARKLING,Metodo Classico Athesis Brut,Kettmeir,36.85994
True,14,,Athesis Brut,Kettmeir,,BOTTLE,2020,6200,1850,2,14,Glas Preis: 10.0,False,wine_01h0qzm23rs8gaa77kqcm4f89w,SPARKLING,Metodo Classico Athesis Brut,Kettmeir,36.859955
True,140,WHITE,Chardonnay Riserva,Happacherhof,,BOTTLE,2021,5400,1600,1,140,Glas Preis: 9.0Vergärung im grossen Eichenhlzfass mit anschliessender 15 Monatiger reife,False,wine_01h0qzm1v5q1h51tyk7k7b7c56,WHITE,Chardonnay Riserva,Happacherhof,36.86515
True,140,WHITE,Chardonnay Riserva,Happacherhof,,BOTTLE,2020,5400,1600,2,140,Glas Preis: 9.0Vergärung im grossen Eichenhlzfass mit anschliessender 15 Monatiger reife,True,wine_01h0qzm1v5q1h51tyk7k7b7c56,WHITE,Chardonnay Riserva,Happacherhof,36.865143
True,141,WHITE,Chardonnay Ogeaner,Armin Kobler,,BOTTLE,2018,3700,910,1,141,"Glas Preis: 6.0209.m.ü.M. Vinifizierung; auf der Feinhefe im Stahlfass mit teilweise BSA, keine Weinsteinstabilisierung",False,wine_01harvcmbtpsfrnvhah1vyv6tm,WHITE,Ogeaner Chardonnay,Armin Kobler,54.886917
True,141,WHITE,Chardonnay Ogeaner,Armin Kobler,,BOTTLE,2021,3700,910,2,141,"Glas Preis: 6.0209.m.ü.M. Vinifizierung; auf der Feinhefe im Stahlfass mit teilweise BSA, keine Weinsteinstabilisierung",True,wine_01harvcmbtpsfrnvhah1vyv6tm,WHITE,Ogeaner Chardonnay,Armin Kobler,54.8869
True,143,WHITE,Chardonnay Ateyon,Loacker Schwarhof,,BOTTLE,2022,5200,1525,3,143,Glas Preis: 8.0Holzausbau mit wöchentlicher Batonnage und spontangärung,True,wine_01h0r2ppaq1mxg2tm7msjy9z74,WHITE,Ateyon Chardonnay,Weingut Loacker,38.202797
True,144,WHITE,Chardonnay Lafoa,Schreckbichl Colterenzio,,BOTTLE,2022,6600,1989,3,144,"Glas Preis: 10.0400-550m.ü.M. Ganztraubenpressung. Gärung; neuen und gebrauchten Barriques, BSA. Ausbau; 10 Monate auf der Feinhefe mit regelmässiger Batonnage. Mind. 6 Monate in der Flasche",True,wine_01gzr4ksdaap8qgvttdchv03pk,WHITE,Lafóa Chardonnay,Colterenzio (Schreckbichl),52.83603
True,145,WHITE,Donà d'Or bei Terlan,Hartmann Donà,,BOTTLE,2015,12800,5816,0,145,Glas Preis: 21.0260-320m.ü.M. Gärung,True,wine_01h0qzm1v5szg1dnd7kfp8q3hd,WHITE,Chardonnay Donà D’Or,Hartmann Donà,45.50665
True,148,WHITE,Chardonnay Löwengang,Tenutae Lageder,,BOTTLE,2020,12200,4855,4,148,Glas Preis: 20.0230-330m.ü.M. Gärung,True,wine_01h0my5rfekbv4h2ygebwkm1hn,WHITE,Chardonnay Löwengang Bio,Alois Lageder,33.310818
True,148,WHITE,Chardonnay Löwengang,Tenutae Lageder,,BOTTLE,2021,12200,4855,1,148,Glas Preis: 20.0230-330m.ü.M. Gärung,False,wine_01h0my5rfekbv4h2ygebwkm1hn,WHITE,Chardonnay Löwengang Bio,Alois Lageder,33.31083
True,149,WHITE,Chardonnay Löwengang,Tenutae Lageder,,BOTTLE,2017,10900,4950,0,149,Glas Preis: 18.0230-330m.ü.M. Gärung,False,wine_01h0my5rfekbv4h2ygebwkm1hn,WHITE,Chardonnay Löwengang Bio,Alois Lageder,33.310818
True,151,WHITE,Chardonnay Schwarzhaus,Stroblhof,,BOTTLE,2019,4800,1250,1,151,Glas Preis: 7.0350m.ü.M. Gärung,False,wine_01havweetz8rb0ecbcxfvxg4gh,WHITE,Schwarzhaus Chardonnay,Stroblhof,46.979713
True,151,WHITE,Chardonnay Schwarzhaus,Stroblhof,,BOTTLE,2022,4800,1250,1,151,Glas Preis: 7.0350m.ü.M. Gärung,False,wine_01havweetz8rb0ecbcxfvxg4gh,WHITE,Schwarzhaus Chardonnay,Stroblhof,46.979713
True,151,WHITE,Chardonnay Schwarzhaus,Stroblhof,,BOTTLE,2017,4800,1250,1,151,Glas Preis: 7.0350m.ü.M. Gärung,True,wine_01havweetz8rb0ecbcxfvxg4gh,WHITE,Schwarzhaus Chardonnay,Stroblhof,46.9797
True,152,WHITE,Chardonnay Baron Salvadori,Nals Margreid,,BOTTLE,2020,8100,2500,2,152,Glas Preis: 13.012 Monate im Tonneau,True,wine_01gzr4kspd7wgwjpn9sr6pybcb,WHITE,Chardonnay Riserva Baron Salvadori,Nals Margreid,56.244938
True,153,WHITE,Chardonnay Sophie,Manincor,,BOTTLE,2022,8800,2750,5,153,"Glas Preis: 14.0350-40m.ü.M. 4 h Mazeration. Gärung; spontan in Holzfässern verschiedener grössen und Traubeneigener Hefe, BSA. Ausbau; 9 Monate auf der Feinhefe",True,wine_01gzr4ksk7jghjn59q3qk4nxkq,WHITE,Sophie Bio,Manincor,36.49584
True,159,WHITE,Chardonnay Riserva Troy,Kellerei Tramin,,BOTTLE,2020,11400,5200,16,159,Glas Preis: 19.0,True,wine_01h0sq47xg5dqfvxezrrmbb289,WHITE,Chardonnay Troy,Tramin,37.028778
True,16,,Kettmeir Pas Dosé,Kettmeir,,BOTTLE,0,7400,2265,5,16,Glas Preis: 12.0,True,wine_01h0f3cmbve975dvep3svj9d9g,SPARKLING,Pas Dosé,Kettmeir,36.353752
True,166,WHITE,Riesling Praepositus,Stiftskellerei Neustift,,BOTTLE,2018,6300,1889,1,166,"Glas Preis: 10.0650-700m.ü.M. 2/3 Mitte Oktober, 1/3 Spätlese mitte Dezember. Vergärung & Ausbau im Edelstahltank. 9 Monate Flaschenreifung",True,wine_01h0my5rbqxy7znx9ckcz7p9vn,WHITE,Praepositus Riesling,Abbazia di Novacella (Stiftskellerei Neustift),40.00977
True,166,WHITE,Riesling Praepositus,Stiftskellerei Neustift,,BOTTLE,2020,6300,1889,1,166,"Glas Preis: 10.0650-700m.ü.M. 2/3 Mitte Oktober, 1/3 Spätlese mitte Dezember. Vergärung & Ausbau im Edelstahltank. 9 Monate Flaschenreifung",False,wine_01h0my5rbqxy7znx9ckcz7p9vn,WHITE,Praepositus Riesling,Abbazia di Novacella (Stiftskellerei Neustift),40.00978
True,168,WHITE,Riesling R,Köfererhof,,BOTTLE,2022,6000,1810,2,168,Glas Preis: 10.0700m.ü.M. Handlese. Gärung & Ausbau im Stahl.,True,wine_01h0qzm243m9mgprm568qz799x,WHITE,Riesling R,Köfererhof,40.472126
True,17,,1919 Riserva Extra Brut,Kettmeir,,BOTTLE,2017,8300,3020,6,17,Glas Preis: 13.0,True,wine_01h0qzm23saw4dnhp09jsgxv7q,SPARKLING,Metodo Classico Riserva 1919 Extra Brut,Kettmeir,39.909927
True,172,WHITE,Riesling Kaiton,Kuenhof - Peter Pliger,,BOTTLE,2021,5400,1590,2,172,"Glas Preis: 8.0550-700m.ü.M. Gärung; spontan 50% im grossen Akazienholzfass, 50% im Edelstahltank. Ausbau; 8 Monate auf der Feinhefe",True,wine_01gzr4ksymzs5p3eqvngc0v44v,WHITE,Riesling,Peter & Peter,22.001488
True,172,WHITE,Riesling Kaiton,Kuenhof - Peter Pliger,,BOTTLE,2022,5400,1590,1,172,"Glas Preis: 8.0550-700m.ü.M. Gärung; spontan 50% im grossen Akazienholzfass, 50% im Edelstahltank. Ausbau; 8 Monate auf der Feinhefe",False,wine_01gzr4ksymzs5p3eqvngc0v44v,WHITE,Riesling,Peter & Peter,22.0015
True,173,WHITE,Riesling,Falkensteiner - Franz Pratzner,,BOTTLE,2022,6000,1789,2,173,Glas Preis: 9.0600-900m.ü.M. Handlese. Gärung im AkazienHolzfass. Ausbau,True,wine_01h0qzm0axbqydzx212xvsedzy,WHITE,Hundertgulden Riesling,Franz,21.819464
True,174,WHITE,Riesling Unterortl,Castel Juval - Unterortl,,BOTTLE,2021,6300,1889,1,174,Glas Preis: 10.0,True,wine_01h0qsxmvwmrn49xwep50xat53,WHITE,Riesling,Weingut Unterortl - Castel Juval,42.951546
True,174,WHITE,Riesling Unterortl,Castel Juval - Unterortl,,BOTTLE,2023,6300,1889,2,174,Glas Preis: 10.0,False,wine_01h0qsxmvwmrn49xwep50xat53,WHITE,Riesling,Weingut Unterortl - Castel Juval,42.951557
True,175,WHITE,Riesling Ringberg,Elena Walch,,BOTTLE,2021,6300,1889,3,175,Glas Preis: 10.0400m.ü.M. Gärung,True,wine_01gzr4kt16f17zam1j4yf46d5m,WHITE,Riesling Vigna Castel Ringberg,Elena Walch,49.88077
True,175,WHITE,Riesling Ringberg,Elena Walch,,BOTTLE,2019,6300,1889,1,175,Glas Preis: 10.0400m.ü.M. Gärung,False,wine_01gzr4kt16f17zam1j4yf46d5m,WHITE,Riesling Vigna Castel Ringberg,Elena Walch,49.88079
True,176,WHITE,Riesling Windbichel,Castel Juval - Unterortl,,BOTTLE,2022,8600,2990,3,176,Glas Preis: 14.0,True,wine_01h0qsxmvw08hsa6byhtmc1p9w,WHITE,Windbichel Riesling,Weingut Unterortl - Castel Juval,57.699425
True,177,WHITE,Riesling Surmont,Alois Lageder,,BOTTLE,2021,5600,1650,3,177,Glas Preis: 9.0520-750m.ü.M. Gärung,True,wine_01h0my5rfeqj99hfp66fg7xzdt,WHITE,Surmont Riesling,Alois Lageder,46.626778
True,180,WHITE,Riesling,Andi Sölva,,BOTTLE,2018,5100,1480,2,180,Glas Preis: 8.0,True,wine_01h0sq48z4rg924as7mbgypgvr,WHITE,Mitterberg Riesling,Weingut Andi Sölva,29.432343
True,184,WHITE,Rielinger Kontur,Rielinger,,BOTTLE,2020,8100,2500,6,184,Glas Preis: 13.0600-750m.ü.M. Gärung,True,wine_01havwedqpx5yyx58k47se3wet,WHITE,Kontur,Rielinger,42.269726
True,184,WHITE,Rielinger Kontur,Rielinger,,BOTTLE,2021,8100,2500,4,184,Glas Preis: 13.0600-750m.ü.M. Gärung,False,wine_01havwedqpx5yyx58k47se3wet,WHITE,Kontur,Rielinger,42.269733
True,185,WHITE,Kerner Praepositus,Stiftskellerei Neustift,,BOTTLE,2022,5300,1550,3,185,Glas Preis: 8.0650-700m.ü.M Gärung & Ausbau im Edelstahltank. 3 Monate Flaschenlagerung,True,wine_01h0my5rbqpkdt1kxf4qvpa0ev,WHITE,Kerner Praepositus,Abbazia di Novacella (Stiftskellerei Neustift),43.4935
True,186,WHITE,Kerner Aristos,Eisacktaler Kellerei,,BOTTLE,2020,4600,1330,1,186,Glas Preis: 7.0700-800m.ü.M. Gärung,True,wine_01h0my5rkk4c5kawj3cdwe3q6m,WHITE,Aristos Kerner,Kellerei Eisacktal - Cantina Valle Isarco,25.64196
True,186,WHITE,Kerner Aristos,Eisacktaler Kellerei,,BOTTLE,2016,4600,1330,1,186,Glas Preis: 7.0700-800m.ü.M. Gärung,False,wine_01h0my5rkk4c5kawj3cdwe3q6m,WHITE,Aristos Kerner,Kellerei Eisacktal - Cantina Valle Isarco,25.641973
True,186,WHITE,Kerner Aristos,Eisacktaler Kellerei,,BOTTLE,2021,4600,1330,1,186,Glas Preis: 7.0700-800m.ü.M. Gärung,False,wine_01h0my5rkk4c5kawj3cdwe3q6m,WHITE,Aristos Kerner,Kellerei Eisacktal - Cantina Valle Isarco,25.641973
True,187,WHITE,Kerner Sabiona,Eisacktaler Kellerei,,BOTTLE,2020,7900,2450,3,187,Glas Preis: 13.0750m.ü.M. Gärung,True,wine_01h0my5tyab5ehdcf6kv2kqapm,WHITE,Sabiona Kerner,Kellerei Eisacktal - Cantina Valle Isarco,27.972061
True,188,WHITE,Kerner,Köfererhof,,BOTTLE,2023,4900,1270,2,188,Glas Preis: 8.0650m.ü.M. Edelstahl,False,wine_01h0qzm2436ek6qyh1x0vdg86k,WHITE,Kerner,Köfererhof,36.99534
True,188,WHITE,Kerner,Köfererhof,,BOTTLE,2021,4900,1270,1,188,Glas Preis: 8.0650m.ü.M. Edelstahl,True,wine_01h0qzm2436ek6qyh1x0vdg86k,WHITE,Kerner,Köfererhof,36.99533
True,191,WHITE,Kerner,Taschlerhof,,BOTTLE,2023,4500,1170,3,191,Glas Preis: 7.0Stahltank,True,wine_01gzr4ksnhtc4ww9r20w1tat5g,WHITE,Kerner,Taschlerhof,37.930313
True,194,WHITE,Viognier Leviogn,Tröpfltalhof,,BOTTLE,2021,5800,1720,3,194,Glas Preis: 9.0,True,wine_01harvcmmj01epfk72y97k86pz,WHITE,Le Viogn,Tröpfltalhof,39.20052
True,198,WHITE,Sylvaner,Kuenhof - Peter Pliger,,BOTTLE,2022,5200,1530,2,198,"Glas Preis: 8.0550-700m.ü.M. Handlese. Gärung: 50% grossen Holzfass 50% Edelstahltanks. Ausbau; 8 Monate auf der Feinhefe zu 2/3 im grossen Holzfass, der Rest im Edelstahltanks.",True,wine_01gzr4ksyme6m5zsq76484nzkq,WHITE,Sylvaner,Henri Peter,20.840471
True,198,WHITE,Sylvaner,Kuenhof - Peter Pliger,,BOTTLE,2023,5200,1530,1,198,"Glas Preis: 8.0550-700m.ü.M. Handlese. Gärung: 50% grossen Holzfass 50% Edelstahltanks. Ausbau; 8 Monate auf der Feinhefe zu 2/3 im grossen Holzfass, der Rest im Edelstahltanks.",False,wine_01gzr4ksyme6m5zsq76484nzkq,WHITE,Sylvaner,Henri Peter,20.84048
True,199,WHITE,Sylvaner Sabiona,Eisacktaler Kellerei,,BOTTLE,2019,8400,2600,2,199,Glas Preis: 13.0650m.ü.M. Gärung,True,wine_01h0my5tya8jfwm2rtnef0p8d9,WHITE,Sabiona Sylvaner,Kellerei Eisacktal - Cantina Valle Isarco,27.48142
True,199,WHITE,Sylvaner Sabiona,Eisacktaler Kellerei,,BOTTLE,2020,8400,2600,1,199,Glas Preis: 13.0650m.ü.M. Gärung,False,wine_01h0my5tya8jfwm2rtnef0p8d9,WHITE,Sabiona Sylvaner,Kellerei Eisacktal - Cantina Valle Isarco,27.481434
True,201,WHITE,Sylvaner Praepositus,Stiftskellerei Neustift,,BOTTLE,2021,5200,1540,1,201,Glas Preis: 8.0600-700m.ü.M. Gärung,True,wine_01h0my5rbq4tyhyes4vcm6w3c3,WHITE,Sylvaner Praepositus,Abbazia di Novacella (Stiftskellerei Neustift),43.00286
True,201,WHITE,Sylvaner Praepositus,Stiftskellerei Neustift,,BOTTLE,2022,5200,1540,2,201,Glas Preis: 8.0600-700m.ü.M. Gärung,False,wine_01h0my5rbq4tyhyes4vcm6w3c3,WHITE,Sylvaner Praepositus,Abbazia di Novacella (Stiftskellerei Neustift),43.002876
True,202,WHITE,Sylvaner,Taschlerhof,,BOTTLE,2022,4200,1070,3,202,"Glas Preis: 6.0Gärung & Ausbau 30% in grossen Akazienholzfässern, 70% im Stahltank.",True,wine_01gzr4ksnhemzb9e7pfx48yywy,WHITE,Sylvaner,Taschlerhof,37.349884
True,206,WHITE,Sylvaner Hautnah,Garlider,,BOTTLE,2018,8000,2460,2,206,Glas Preis: 13.0,False,wine_01hndttpt2agcmzsz4s5f4dvnf,WHITE,Sylvaner Hautnah,Garlider,47.1075
True,206,WHITE,Sylvaner Hautnah,Garlider,,BOTTLE,2017,8000,2460,1,206,Glas Preis: 13.0,True,wine_01hndttpt2agcmzsz4s5f4dvnf,WHITE,Sylvaner Hautnah,Garlider,47.107487
True,210,WHITE,Veltliner,Kuenhof - Peter Pliger,,BOTTLE,2015,4400,1130,1,210,"Glas Preis: 7.0550-700m.ü.M. Gärung; 50% grosses Holzfass 50% Edelstahltank. Ausbau; 8 Monate 2/3 im grossen Holzfass, Rest im Edelstahltank auf der Feinhefe",True,wine_01gzr4ksymgff58v9011751bx3,DESSERT,Grüner Veltliner,Peter Panitsch,19.073877
True,210,WHITE,Veltliner,Kuenhof - Peter Pliger,,BOTTLE,2020,4400,1130,1,210,"Glas Preis: 7.0550-700m.ü.M. Gärung; 50% grosses Holzfass 50% Edelstahltank. Ausbau; 8 Monate 2/3 im grossen Holzfass, Rest im Edelstahltank auf der Feinhefe",False,wine_01gzr4ksymgff58v9011751bx3,DESSERT,Grüner Veltliner,Peter Panitsch,19.073887
True,210,WHITE,Veltliner,Kuenhof - Peter Pliger,,BOTTLE,2014,4400,1130,1,210,"Glas Preis: 7.0550-700m.ü.M. Gärung; 50% grosses Holzfass 50% Edelstahltank. Ausbau; 8 Monate 2/3 im grossen Holzfass, Rest im Edelstahltank auf der Feinhefe",False,wine_01gzr4ksymgff58v9011751bx3,DESSERT,Grüner Veltliner,Peter Panitsch,19.073887
True,211,WHITE,Veltliner BIO,Garlider,,BOTTLE,2020,4600,1180,3,211,Glas Preis: 7.0600-650m.ü.M. Gärung & Ausbau im Holzfass,True,wine_01h0qzm1g05z4fzy8ag4vdsbyx,WHITE,Grüner Veltliner,Garlider,34.173893
True,213,WHITE,Veltliner,Köfererhof,,BOTTLE,2022,5400,1590,2,213,Glas Preis: 8.0700m.ü.M.6h Mazeration. Gärung,False,wine_01h0qzm2432w6nvas45w5knk4q,WHITE,Veltliner,Köfererhof,35.796215
True,213,WHITE,Veltliner,Köfererhof,,BOTTLE,2018,5400,1590,1,213,Glas Preis: 8.0700m.ü.M.6h Mazeration. Gärung,True,wine_01h0qzm2432w6nvas45w5knk4q,WHITE,Veltliner,Köfererhof,35.796207
True,221,WHITE,Sauvignon Tannenberg,Manincor,,BOTTLE,2020,6700,2050,1,221,Glas Preis: 11.0300m.ü.M. 12h Mazeration. Gärung,True,wine_01gzr4ksk7gf3nsnzy6tbmskh6,WHITE,Tannenberg Sauvignon Blanc,Manincor,36.583866
True,221,WHITE,Sauvignon Tannenberg,Manincor,,BOTTLE,2021,6700,2050,1,221,Glas Preis: 11.0300m.ü.M. 12h Mazeration. Gärung,False,wine_01gzr4ksk7gf3nsnzy6tbmskh6,WHITE,Tannenberg Sauvignon Blanc,Manincor,36.583878
True,221,WHITE,Sauvignon Tannenberg,Manincor,,BOTTLE,2022,6700,2050,1,221,Glas Preis: 11.0300m.ü.M. 12h Mazeration. Gärung,False,wine_01gzr4ksk7gf3nsnzy6tbmskh6,WHITE,Tannenberg Sauvignon Blanc,Manincor,36.583878
True,223,WHITE,Sauvignon Floreado,Kellerei Andrian,,BOTTLE,2022,3900,980,3,223,Glas Preis: 6.0260-380m.ü.M. Gärung,True,wine_01h4pmmfh6drkzckbw6r5119yf,WHITE,Floreado Sauvignon Blanc,Andrian,37.097088
True,224,WHITE,Sauvignon Mantele,Nals Margreid,,BOTTLE,2020,5100,1500,3,224,Glas Preis: 8.07 Monate im Edelstahltank und Holzfass.,True,wine_01gzr4kspdwvzvssy1bgtbbagw,WHITE,Sauvignon Mantele,Nals Margreid,52.685387
True,226,WHITE,Sauvignon Stern,Kellerei Kaltern,,BOTTLE,2021,4000,1019,2,226,Glas Preis: 6.0500m.ü.M. Gärung,True,wine_01gzr4ksdh42znm5gnfkm4tmfe,WHITE,Stern Sauvignon,Kaltern,35.085808
True,227,WHITE,Sauvignon Lafoa,Schreckbichl,,BOTTLE,2021,6300,1889,1,227,"Glas Preis: 10.0430m.ü.M. Vinifikation: 8 Monate auf der Hefe. 50% im Edelstahlbehälter, 50% im Bariques mit BSA.",True,wine_01gzr4ksd91kx6d5rhyzts8a62,WHITE,Sauvignon Lafóa,Colterenzio (Schreckbichl),33.84633
True,227,WHITE,Sauvignon Lafoa,Schreckbichl,,BOTTLE,2022,6300,1889,3,227,"Glas Preis: 10.0430m.ü.M. Vinifikation: 8 Monate auf der Hefe. 50% im Edelstahlbehälter, 50% im Bariques mit BSA.",False,wine_01gzr4ksd91kx6d5rhyzts8a62,WHITE,Sauvignon Lafóa,Colterenzio (Schreckbichl),33.84634
True,23,,Ferrari Perlé Brut,Cantine Ferrari,,BOTTLE,2017,8700,2850,1,23,Glas Preis: 14.0,True,wine_01gzr4ksccj35519kgnp4kw2ym,SPARKLING,Perlé,Ferrari,32.25258
True,23,,Ferrari Perlé Brut,Cantine Ferrari,,BOTTLE,2016,8700,2850,1,23,Glas Preis: 14.0,False,wine_01gzr4ksccj35519kgnp4kw2ym,SPARKLING,Perlé,Ferrari,32.252594
True,23,,Ferrari Perlé Brut,Cantine Ferrari,,BOTTLE,2018,8700,2850,1,23,Glas Preis: 14.0,False,wine_01gzr4ksccj35519kgnp4kw2ym,SPARKLING,Perlé,Ferrari,32.252594
True,232,WHITE,Sauvignon Lieben Aich Bio,Manincor,,BOTTLE,2016,11500,3604,0,232,Glas Preis: 19.0,False,wine_01gzr4ksk9b3gdt3dksv5jy13q,WHITE,Sauvignon Blanc Lieben Aich,Manincor,44.193825
True,233,WHITE,Sauvignon Lieben Aich Bio,Manincor,,BOTTLE,2021,9800,4600,7,233,Glas Preis: 16.0300m.ü.M. 12h Mazeration. Gärung,True,wine_01gzr4ksk9b3gdt3dksv5jy13q,WHITE,Sauvignon Blanc Lieben Aich,Manincor,44.193825
True,235,WHITE,Sauvignon Lieben Aich Bio,Manincor,,BOTTLE,2020,10500,4600,6,235,Glas Preis: 17.0,True,wine_01gzr4ksk9b3gdt3dksv5jy13q,WHITE,Sauvignon Blanc Lieben Aich,Manincor,44.193825
True,237,WHITE,Sauvignon Quarz,Kellerei Terlan,,BOTTLE,2021,9500,3700,12,237,Glas Preis: 15.0,True,wine_01gzr4ksn55kqa21f0wdpx6t3r,WHITE,Sauvignon Selection Quarz,Kellerei Terlan / Cantina Terlano,47.416714
True,238,WHITE,Sauvignon Quarz,Kellerei Terlan,,BOTTLE,2022,10700,3900,12,238,,False,wine_01gzr4ksn55kqa21f0wdpx6t3r,WHITE,Sauvignon Selection Quarz,Kellerei Terlan / Cantina Terlano,47.416714
True,24,,Dorigati Methius Riserva Brut,Dorigati,,BOTTLE,2018,8100,2930,3,24,Glas Preis: 13.0,True,wine_01gzr4ksfym3zqqwsg24nbg79e,SPARKLING,Methius Brut Riserva,Dorigati,44.999886
True,242,WHITE,Sauvignon Schliff,St. Pauls,,BOTTLE,2020,8100,2520,3,242,"Glas Preis: 13.0700m.ü.M. 100% im Edelstahl, Abfüllung im November",True,wine_01j52tf6jva33p12733sqhct3h,SPARKLING,Schliff,Kellerei St. Pauls,32.984077
True,243,WHITE,Sauvignon Myra,Waldgries,,BOTTLE,2022,4600,1340,2,243,"Glas Preis: 7.0550m.ü.M. Ausbau; 90% Stahl, 10% Barriques. Ein Teil wird mit ganzen Beeren vergoren.",True,wine_01h0my5rjsm3nxqjhebp455ypt,WHITE,Sauvignon Blanc Myra,Ansitz Waldgries,34.19387
True,243,WHITE,Sauvignon Myra,Waldgries,,BOTTLE,2023,4600,1340,1,243,"Glas Preis: 7.0550m.ü.M. Ausbau; 90% Stahl, 10% Barriques. Ein Teil wird mit ganzen Beeren vergoren.",False,wine_01h0my5rjsm3nxqjhebp455ypt,WHITE,Sauvignon Blanc Myra,Ansitz Waldgries,34.19388
True,244,WHITE,Sauvignon St. Valentin,St. Michael Eppan,,BOTTLE,2022,6400,1939,1,244,Glas Preis: 10.0,True,wine_01gzr4ksmvsfn18zf94zmgm0dw,SPARKLING,St. Valentin Brut,St. Michael-Eppan,48.17909
True,244,WHITE,Sauvignon St. Valentin,St. Michael Eppan,,BOTTLE,2023,6400,1939,2,244,Glas Preis: 10.0,False,wine_01gzr4ksmvsfn18zf94zmgm0dw,SPARKLING,St. Valentin Brut,St. Michael-Eppan,48.1791
True,246,WHITE,Sauvignon Andrius,Kellerei Andrian,,BOTTLE,2020,6100,1839,0,246,Glas Preis: 10.0260-380m.ü.M. Gärung,True,wine_01h4pmmfh971ed8zvxghawenwh,WHITE,Sauvignon Blanc Andrius,Andrian,36.410088
True,246,WHITE,Sauvignon Andrius,Kellerei Andrian,,BOTTLE,2021,6100,1839,2,246,Glas Preis: 10.0260-380m.ü.M. Gärung,False,wine_01h4pmmfh971ed8zvxghawenwh,WHITE,Sauvignon Blanc Andrius,Andrian,36.410103
True,249,WHITE,Sauvignon,Thurnhof,,BOTTLE,2018,4400,1130,1,249,Glas Preis: 7.0grösster Teil der Reben auf 800m.ü.M. Ausbau,True,wine_01h0sq47v14szt7vc96x08jm14,WHITE,Sauvignon 800,Thurnhof,31.742004
True,249,WHITE,Sauvignon,Thurnhof,,BOTTLE,2022,4400,1130,2,249,Glas Preis: 7.0grösster Teil der Reben auf 800m.ü.M. Ausbau,False,wine_01h0sq47v14szt7vc96x08jm14,WHITE,Sauvignon 800,Thurnhof,31.742012
True,25,,Giulio Ferrari Riserva del Fondatore Extra Brut,Cantine Ferrari,,BOTTLE,2010,27000,13500,3,25,Glas Preis: 45.0,True,wine_01gzr4kscc3eq3g9mgs0f5ns3f,SPARKLING,Giulio Ferrari' Riserva del Fondatore,Ferrari,51.106293
True,257,WHITE,Müller Thurgau Feldmarschall,Tiefenbrunner,,BOTTLE,2020,9600,3490,5,257,Glas Preis: 15.0650m.ü.M. Gärung,True,wine_01h0sq47vezrd4vebp8esf2ybf,WHITE,Müller Thurgau Feldmarschall von Fenner,Tiefenbrunner,43.251133
True,259,WHITE,Müller Thurgau,Castel Juval - Unterortl,,BOTTLE,2021,4400,1120,2,259,Glas Preis: 7.0750-850m.ü.M. Gärung,True,wine_01h0qsxmvwvat5atk7sskfk9ew,WHITE,Müller Thurgau,Weingut Unterortl - Castel Juval,51.89644
True,26,,Ferrari Perlé Zero Brut nature,Cantine Ferrari,,BOTTLE,2010,11000,4990,2,26,Glas Preis: 18.0,True,wine_01gzr4kscc048n1dp9m162cgxe,SPARKLING,Perlé Zero,Ferrari,36.851353
True,26,,Ferrari Perlé Zero Brut nature,Cantine Ferrari,,BOTTLE,2014,11000,4990,1,26,Glas Preis: 18.0,False,wine_01gzr4kscc048n1dp9m162cgxe,SPARKLING,Perlé Zero,Ferrari,36.85137
True,264,WHITE,Pinot Grigio Porer,Alois Lageder,,BOTTLE,2021,5000,1445,3,264,Glas Preis: 8.0230-420m.ü.M. Gärung,True,wine_01h0my5rfeewa9d3h8hgbg3f6g,WHITE,PORER Pinot Grigio,Alois Lageder,52.47962
True,268,WHITE,Pinot Grigio Unterebner,Kellerei Tramin,,BOTTLE,2021,6500,1980,3,268,Glas Preis: 10.0430m.ü.M. Gärung,True,wine_01h0sq47xg5g76922shspm60e7,WHITE,Pinot Grigio Unterebner,Tramin,44.743008
True,268,WHITE,Pinot Grigio Unterebner,Kellerei Tramin,,BOTTLE,2022,6500,1980,2,268,Glas Preis: 10.0430m.ü.M. Gärung,False,wine_01h0sq47xg5g76922shspm60e7,WHITE,Pinot Grigio Unterebner,Tramin,44.743023
